turn,ra_lower_hit_count,ra_upper_hit_count,wjt_lower_hit_count,wjt_upper_hit_count,ra_lower_hit_provinces,ra_upper_hit_provinces,wjt_lower_hit_provinces,wjt_upper_hit_provinces,household_convergence_count,max_abs_kn_gap,max_abs_y_y_prev_gap,max_abs_y_y0_gap,source_converged,zt_adjusted_count,kfe_diagnostic_only_count,kfe_upper_b_leak_cells,hjb_negative_offdiagonals,govinv_decrease_count,govinv_increase_count,govinv_hold_count,raw_ra_min,raw_ra_median,raw_ra_max,used_ra_min,used_ra_median,used_ra_max,raw_wjt_min,raw_wjt_median,raw_wjt_max,used_wjt_min,used_wjt_median,used_wjt_max,household_rah_min,household_rah_median,household_rah_max,household_w_min,household_w_median,household_w_max,At_min,At_median,At_max,Bt_min,Bt_median,Bt_max,Lt_min,Lt_median,Lt_max,Ct_min,Ct_median,Ct_max,GovInv_min,GovInv_median,GovInv_max
78,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913804484696056,4.7237595926064024e-05,0.07824641016964529,False,0,31,620,589,0,0,31,-0.02441935953628523,-0.024080837572111033,-0.02220684856610313,0.02,0.02,0.02,0.05563624983436893,0.8455835676710779,3.4851216863393426,0.8,0.8455835676710779,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404626691652524,13.830872417611857,14.691767532229658,0.0057653327032442196,0.011114436632554509,0.014028208318974819,1.8101243750695957,1.8579831250413292,1.8721628022725345,0.7122341887674126,0.7183340452319789,0.7477973560629443,7.501863579692243,9.547709097217911,10.049332515269292,1397639696.208089,15544833664.297152,50944705882.76136
79,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141716378694261,4.718171749384936e-05,0.07820294820379081,False,31,31,620,589,31,0,0,-0.02441930522514714,-0.02408075146175331,-0.022206798772967284,0.02,0.02,0.02,0.05571854969309897,0.8470589299577508,3.490367865649769,0.8,0.8470589299577508,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398847148203348,13.822294251413481,14.682701964791182,0.0057625841830916775,0.011109442282439633,0.01402185755444269,1.8100432570619442,1.857910111080901,1.8720878555348488,0.712296436846863,0.7183970982412572,0.7478558473398456,7.49833758844633,9.542687234807792,10.044071170293412,1397639696.208089,15544833664.297152,50944705882.76136
80,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913885950493286,4.724791223709168e-05,0.07824647323969536,False,0,31,620,589,0,0,31,-0.024354843758426288,-0.023978707941543623,-0.02189649279083445,0.02,0.02,0.02,0.05563725210934401,0.8455980944524144,3.4852762373945136,0.8,0.8455980944524144,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404707817946981,13.830994184835609,14.691896688218373,0.005765372209708894,0.011114507847051543,0.014028297824442879,1.8101255401883443,1.8579841830297572,1.8721638649572159,0.7122333022398772,0.7183331505105223,0.7477965352918415,7.501913071297096,9.547780379409698,10.049407469603366,1257875726.5872803,13990350297.867437,45850235294.48522
81,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051417028776746254,4.718557058014383e-05,0.07820301083143155,False,31,31,620,589,31,0,0,-0.02435478338694406,-0.023978612200557782,-0.021896436964267782,0.02,0.02,0.02,0.05571964238782564,0.8470750756412234,3.4905380904042005,0.8,0.8470750756412234,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398927750086372,13.822415213310567,14.68283026036541,0.005762623444901548,0.011109513057834263,0.014021946532365711,1.8100444166331726,1.8579111641315806,1.8720889135103738,0.7122955556120529,0.7183962088157463,0.7478550313661944,7.498386764106204,9.542758051903018,10.044145631916747,1257875726.5872803,13990350297.867437,45850235294.48522
82,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913976468925602,4.7259370974050974e-05,0.07824654332094261,False,0,31,620,589,0,0,31,-0.024283159520741913,-0.0238652304635286,-0.021551651722484275,0.02,0.02,0.02,0.055638365794545536,0.845614236015963,3.485447976429573,0.8,0.845614236015963,1.3,0.014542152579213808,0.0184420457528848,0.02,10.40479796426417,13.831129490791579,14.692040204554385,0.005765416108559843,0.011114586979385464,0.01402839728030251,1.8101268348151518,1.8579853586171469,1.8721650457611188,0.7122323171531387,0.7183321563195458,0.7477956232717613,7.501968065557566,9.547859587031258,10.04949075770415,1132088153.9285524,12591315268.080694,41265211765.0367
83,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051416878730119575,4.718984618712341e-05,0.07820308042638646,False,31,31,620,589,31,0,0,-0.024283092409501706,-0.023865124007114904,-0.021551589074435894,0.02,0.02,0.02,0.05572085654431693,0.8470930160557667,3.490727246401109,0.8,0.8470930160557667,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39901731437102,13.822549625437897,14.68297282173201,0.00576266707253688,0.01110959170307008,0.01402204540323872,1.8100457051102794,1.8579123342387487,1.8720900890898966,0.71229457639876,0.7183952205017884,0.7478541246699382,7.4984414077122965,9.54283674332542,10.044228373170567,1132088153.9285524,12591315268.080694,41265211765.0367
84,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191407704604942,4.727209817656508e-05,0.07824662119321191,False,0,31,620,589,0,0,31,-0.024203510318296925,-0.023739144240148193,-0.02116849335237687,0.02,0.02,0.02,0.05563960327976177,0.8456321719451501,3.4856388168913357,0.8,0.8456321719451501,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404898134234852,13.831279841905424,14.692199679104453,0.005765464888026916,0.011114674909391933,0.01402850779394566,1.8101282733455395,1.857986664870036,1.872166357816873,0.7122312225429835,0.7183310515937334,0.7477946098516812,7.502029174722084,9.547947601903198,10.049583306838619,1018879338.5356972,11332183741.272625,37138690588.53303
85,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141671196806041,4.719458994717485e-05,0.07820315776484299,False,31,31,620,589,31,0,0,-0.024203435710978362,-0.0237390258595197,-0.021168422979564706,0.02,0.02,0.02,0.05572220567034866,0.847112950795756,3.4909374411919676,0.8,0.847112950795756,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399116838437548,13.822698984617377,14.68313123649734,0.005762715550952831,0.011109679092812155,0.014022155267857057,1.81004713681858,1.857913634418859,1.8720913953507,0.7122934883055696,0.7183941222969017,0.7478531171569596,7.498502127749564,9.542924185352478,10.044320315449701,1018879338.5356972,11332183741.272625,37138690588.53303
86,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11914188799754777,4.728623367400431e-05,0.07824670772316178,False,0,31,620,589,0,0,31,-0.024115011143402514,-0.023599048267619067,-0.02074275982040784,0.02,0.02,0.02,0.055640978333976576,0.8456521018154189,3.485850885693921,0.8,0.8456521018154189,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405009443334475,13.831446912481773,14.692376887809749,0.005765519091030369,0.01111477261646679,0.014028630595374314,1.8101298717813963,1.857988116324534,1.872167815720438,0.7122300062238817,0.7183298240351991,0.7477934837498079,7.502097079264525,9.548045404112099,10.04968614760665,916991404.6821275,10198965367.145363,33424821529.679726
87,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141652662306828,4.719985225443146e-05,0.07820324370970788,False,31,31,620,589,31,0,0,-0.024114928197901828,-0.02359891661541556,-0.02074268068499924,0.02,0.02,0.02,0.05572370477738291,0.8471351016749246,3.4911710174588273,0.8,0.8471351016749246,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39922743085204,13.82286495453667,14.683307269259812,0.005762769420187018,0.011109776200604257,0.014022277349295934,1.8100487276934192,1.8579150791390573,1.8720928468241012,0.7122922792163215,0.7183929019726174,0.7478519976083432,7.498569600531698,9.54302135194332,10.04442248286309,916991404.6821275,10198965367.145363,33424821529.679726
88,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11914312972203234,4.7301932575183336e-05,0.07824680387398064,False,0,31,620,589,0,0,31,-0.024016678651459504,-0.023443385867542594,-0.020269720081131055,0.02,0.02,0.02,0.055642506259212486,0.845674247424556,3.4860865471399194,0.8,0.845674247424556,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405133131387934,13.831632563474486,14.692573804597302,0.005765579322214027,0.011114881188796728,0.014028767051652794,1.810131647920123,1.8579897291275091,1.8721694356840042,0.7122286546525194,0.7183284599758242,0.7477922324272643,7.502172535511231,9.548154082995886,10.049800425494324,825292264.2139148,9179068830.430826,30082339376.711754
89,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.0514163206177366,4.7205688721296823e-05,0.07820333922035949,False,31,31,620,589,31,0,0,-0.02401658642994867,-0.023443239441434102,-0.020269630987738894,0.02,0.02,0.02,0.0557253705483072,0.8471597152050941,3.491430579365145,0.8,0.8471597152050941,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399350323806365,13.82304938441969,14.683502881414645,0.005762829280785647,0.011109884107584355,0.014022413007056969,1.8100504954467207,1.857916684472545,1.8720944596642748,0.712290935664276,0.7183915459374256,0.747850753554615,7.498644577789667,9.543129325667019,10.044536013726121,825292264.2139148,9179068830.430826,30082339376.711754
90,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191445094364999,4.7319366899611914e-05,0.07824691071616496,False,0,31,620,589,0,0,31,-0.02390742023399602,-0.023270427387957954,-0.019744117306499647,0.02,0.02,0.02,0.0556442040616086,0.8456988552729453,3.4863484295471032,0.8,0.8456988552729453,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405270576482005,13.831838863370109,14.692792623533299,0.005765646251259677,0.011115001835596796,0.014028918683829229,1.810133621513901,1.8579915212228033,1.8721712357366007,0.7122271527760491,0.7183269442240849,0.7477908419475864,7.502256384126261,9.548274849366262,10.049927413726953,742763037.7925233,8261161947.387744,27074105439.04058
91,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141609164086869,4.721216066827516e-05,0.07820344536350576,False,31,31,620,589,31,0,0,-0.023907317691781595,-0.023270264512192215,-0.019744016874720237,0.02,0.02,0.02,0.055727221523966725,0.8471870653526451,3.4917190218874405,0.8,0.8471870653526451,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399486886960538,13.823254329802007,14.683720253191812,0.005762895798815226,0.011110004017197004,0.014022563752931726,1.8100524597453864,1.8579184682957604,1.8720962518263304,0.7122894426810551,0.7183900390843186,0.7478493711358568,7.498727895115013,9.543249309862434,10.044662173347882,742763037.7925233,8261161947.387744,27074105439.04058
92,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11914604247806904,4.733872738360567e-05,0.07824702943951045,False,0,31,620,589,0,0,31,-0.023786021877448257,-0.02307825098187481,-0.019160110439496142,0.02,0.02,0.02,0.055646090641680836,0.8457261993220194,3.4866394548925492,0.8,0.8457261993220194,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405423310446144,13.832068111425702,14.69303578347436,0.005765720624422713,0.011115135900972451,0.014029087179988867,1.810135814535378,1.8579935125532832,1.872173235911407,0.7122254838632661,0.7183252598947009,0.7477892968203836,7.502349559553675,9.548409049107947,10.05006852757103,668486734.013271,7435045752.64897,24366694895.136524
93,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051415837120804,4.721933564910685e-05,0.07820356332527867,False,31,31,620,589,31,0,0,-0.023785907850474134,-0.02307806978648544,-0.019159997071042625,0.02,0.02,0.02,0.055729278310614916,0.8472174566041394,3.492039563471494,0.8,0.8472174566041394,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399638642848108,13.823482075652324,14.683961808183026,0.005762969716747045,0.011110137264584461,0.014022731266714196,1.810054642474119,1.8579204504605267,1.8720982432575597,0.7122877836285466,0.7183883646211644,0.7478478349460507,7.498820481356346,9.543382642170705,10.04480236826224,668486734.013271,7435045752.64897,24366694895.136524
94,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11914774588914878,4.7360225468917605e-05,0.07824716136645338,False,0,31,620,589,0,0,31,-0.02365113467273172,-0.022864721249574643,-0.01851120924757732,0.02,0.02,0.02,0.05564818700593686,0.8457565840624234,3.4869628718232732,0.8,0.8457565840624234,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405593036081205,13.832322863530736,14.693305995502795,0.0057658032703942685,0.011115284878713189,0.014029274417956317,1.810138251395681,1.8579957252899684,1.8721754584670303,0.7122236293167388,0.7183233882190723,0.7477875798274307,7.502453100524519,9.548558178313357,10.050225340251185,601638060.6119438,6691541177.384073,21930025405.62287
95,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141555419561228,4.722728800499176e-05,0.07820369442471875,False,31,31,620,589,31,0,0,-0.023651007863547523,-0.02286451964692233,-0.01851108108684938,0.02,0.02,0.02,0.05573156381065156,0.8472512273761185,3.4923957823979297,0.8,0.8472512273761185,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399807284024115,13.82373516210969,14.68423024064388,0.005763051857644256,0.011110285335936465,0.014022917415987789,1.8100570679289536,1.8579226530410777,1.8721004561375658,0.7122859400117878,0.7183865038818995,0.7478461278598505,7.498923369078654,9.543530809598762,10.044958162069532,601638060.6119438,6691541177.384073,21930025405.62287
96,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191496386072074,4.7384095480440536e-05,0.07824730796690804,False,0,31,620,589,0,0,31,-0.02350125982564721,-0.022627465507201103,-0.017790202152239896,0.02,0.02,0.02,0.055650516502269765,0.8457903479270732,3.487322292424656,0.8,0.8457903479270732,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405781646336933,13.832605960994412,14.693606273465948,0.005765895110387766,0.011115450430429719,0.01402948248497421,1.8101409592253865,1.857998184055382,1.872177928155412,0.7122215684637545,0.7183213083343127,0.7477856718290916,7.502568161753082,9.54872390012912,10.05039960066731,541474254.5507494,6022387059.645666,19737022865.060585
97,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051415239679778346,4.723609945167517e-05,0.0782038401288051,False,31,31,620,589,31,0,0,-0.023501118787637842,-0.022627241165468093,-0.017790057038908343,0.02,0.02,0.02,0.05573410347929228,0.8472887538081636,3.492791657288395,0.8,0.8472887538081636,1.3,0.014542152579213808,0.0184420457528848,0.02,10.399994692156548,13.824016413137953,14.684528545891142,0.005763143138147971,0.011110449882580236,0.014023124276779977,1.810059763133935,1.8579251005730297,1.8721029151004358,0.7122838912707957,0.7183844361164402,0.7478442308397661,7.499037706207543,9.543695465288684,10.04513129307179,541474254.5507494,6022387059.645666,19737022865.060585
98,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191517416756862,4.7410597038166635e-05,0.07824747087478556,False,0,31,620,589,0,0,31,-0.023334732001494017,-0.02236384741774473,-0.01698907603025861,0.02,0.02,0.02,0.05565310508183359,0.845827867088356,3.487721733185332,0.8,0.845827867088356,1.3,0.014542152579213808,0.0184420457528848,0.02,10.405991245662818,13.83292056259591,14.693939967977526,0.00576599716891935,0.011115634401297609,0.014029713700743338,1.8101439681863454,1.8580009162366975,1.8721806724684438,0.7122192783236712,0.7183189970485033,0.7477835515489137,7.502696026956847,9.548908063510279,10.050593253118803,487326829.0956745,5420148353.6811,17763320578.554527
99,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141489002693289,4.7245859688516134e-05,0.07820400206921507,False,31,31,620,589,31,0,0,-0.023334575121135136,-0.02236359773094092,-0.016988911442119742,0.02,0.02,0.02,0.055736925610118865,0.8473304539828203,3.4932316122360705,0.8,0.8473304539828203,1.3,0.014542152579213808,0.0184420457528848,0.02,10.400202959286172,13.824328968435166,14.68486005415388,0.005763244576779434,0.011110632740548798,0.014023354156578755,1.8100627581219508,1.8579278203186078,1.8721056475570246,0.7122816145487267,0.7183821382566987,0.7478421227215222,7.499164768995236,9.543878447192741,10.045323693912644,487326829.0956745,5420148353.6811,17763320578.554527
100,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191540784784344,4.744001768064443e-05,0.07824765190637073,False,0,31,620,589,0,0,31,-0.02314970081873574,-0.02207093769117071,-0.016098927092339076,0.02,0.02,0.02,0.055655981590421864,0.8458695596833224,3.4881656606511253,0.8,0.8458695596833224,1.3,0.014542152579213808,0.0184420457528848,0.02,10.406224173783814,13.83327018027507,14.694310804281917,0.005766110584561246,0.011115838844710835,0.014029970645622978,1.8101473117965912,1.8580039522616891,1.8721837219703046,0.7122167333488572,0.718316428579301,0.747781195333766,7.5028381233563275,9.549112724104962,10.050808459269682,438594146.1861071,4878133518.31299,15986988520.699076
